Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-17 00:00:00+07:00,37561.30212625916,38018.808851304944,36920.792711195056,37469.80078125,2239700,0.0,0.0
2023-07-19 00:00:00+07:00,37332.54847256858,37378.29914471634,36692.0390625,36692.0390625,1401500,0.0,0.0
2023-07-20 00:00:00+07:00,36646.2898742522,36875.04324425378,36234.53380824937,36326.03515625,2116600,0.0,0.0
2023-07-21 00:00:00+07:00,36326.036072530864,37241.04957561728,36280.285397376545,37058.046875,1741000,0.0,0.0
2023-07-24 00:00:00+07:00,37149.54701070099,37424.05105265199,36875.04296875,36875.04296875,1698000,0.0,0.0
2023-07-26 00:00:00+07:00,36875.04417438272,37241.04957561728,36783.54282407407,37058.046875,1219100,0.0,0.0
2023-07-28 00:00:00+07:00,36692.04364661361,36783.54500234083,36417.53957943196,36646.29296875,1595300,0.0,0.0
2023-08-03 00:00:00+07:00,37515.5511611596,37607.05250545511,36692.0390625,36692.0390625,2016300,0.0,0.0
2023-08-04 00:00:00+07:00,37149.54701070099,37149.54701070099,36600.538926799,36875.04296875,1482200,0.0,0.0
2023-08-07 00:00:00+07:00,37149.54822530864,37241.04957561728,36875.04417438272,37058.046875,1474800,0.0,0.0
2023-08-08 00:00:00+07:00,37195.29741461644,37652.80414788356,37195.29741461644,37424.05078125,2949000,0.0,0.0
2023-08-09 00:00:00+07:00,37698.553593366094,37698.553593366094,37149.54553132678,37241.046875,1235700,0.0,0.0
2023-08-10 00:00:00+07:00,37424.052131204044,38339.06563074449,37332.55078125,37332.55078125,2426300,0.0,0.0
2023-08-11 00:00:00+07:00,37469.800910977865,37698.55427429274,36600.538130381305,37195.296875,1139900,0.0,0.0
2023-08-14 00:00:00+07:00,37286.7995722873,37332.55024660913,36966.54485203452,37103.796875,2206600,0.0,0.0
2023-08-15 00:00:00+07:00,37195.29700569238,37195.29700569238,36783.54095027881,36920.79296875,1547800,0.0,0.0
2023-08-16 00:00:00+07:00,36966.54499223603,37286.79971370342,36646.29027076863,36829.29296875,1006000,0.0,0.0
