Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-06-04 00:00:00+07:00,15622.640625,16019.309845707316,15622.640625,15622.640625,16871038,0.0,0.0
2018-06-05 00:00:00+07:00,15119.177032624246,16171.874566803934,14646.2265625,14646.2265625,10136998,0.0,0.0
2018-06-06 00:00:00+07:00,14493.661376054997,14646.226533759904,13883.402533104818,14035.966796875,11410078,0.0,0.0
2018-06-07 00:00:00+07:00,14417.378897318025,15012.3818359375,14203.788396817474,15012.3818359375,8859238,0.0,0.0
2018-06-08 00:00:00+07:00,15409.050855170672,16049.8232421875,15180.203574093233,16049.8232421875,12050998,0.0,0.0
2018-06-11 00:00:00+07:00,15988.795977609934,16629.568359375,15744.692809084461,16629.568359375,7378978,0.0,0.0
2018-06-12 00:00:00+07:00,16477.004129464283,16477.004129464283,15698.92337890625,16019.3095703125,7101778,0.0,0.0
2018-06-13 00:00:00+07:00,16019.310588357988,16477.005176596787,15943.027561028359,16080.3359375,5329978,0.0,0.0
2018-06-14 00:00:00+07:00,16248.156849888392,16248.156849888392,15790.462290736607,16019.3095703125,4752778,0.0,0.0
2018-06-15 00:00:00+07:00,16095.592698402988,16095.592698402988,15790.462394343274,16049.8232421875,15353596,0.0,0.0
2018-06-18 00:00:00+07:00,15882.000854765658,16019.309219504266,14951.354973559093,15256.484375,12256840,0.0,0.0
2018-06-19 00:00:00+07:00,14508.917916507358,14798.791443101409,14188.5317164583,14493.6611328125,25210318,0.0,0.0
2018-06-20 00:00:00+07:00,14493.661237078273,14722.508524473902,14203.78860233362,14524.1748046875,3461218,0.0,0.0
2018-06-21 00:00:00+07:00,14554.687478362011,14554.687478362011,14234.301276008131,14524.1748046875,2986738,0.0,0.0
2018-06-22 00:00:00+07:00,14508.917916507358,14508.917916507358,14280.070630758031,14493.6611328125,1972258,0.0,0.0
2018-06-25 00:00:00+07:00,14646.226510489169,14798.791667951671,14600.45705264389,14630.9697265625,6596038,0.0,0.0
2018-06-26 00:00:00+07:00,14402.122218512768,14569.944157352082,14371.609545057761,14493.6611328125,2962738,0.0,0.0
2018-06-27 00:00:00+07:00,14264.814504664311,14493.66180096339,14264.814504664311,14280.0712890625,2369158,0.0,0.0
2018-06-28 00:00:00+07:00,14188.532059455241,14264.814191904177,13501.990185610633,14066.48046875,8449378,0.0,0.0
2018-06-29 00:00:00+07:00,13883.4024603326,14035.96672330309,13273.142726646476,13990.197265625,10529998,0.0,0.0
2018-07-02 00:00:00+07:00,14005.454124893346,14005.454124893346,13273.142798101537,13410.451171875,4017418,0.0,0.0
2018-07-03 00:00:00+07:00,13349.425394913751,13471.477882919553,12479.8056640625,12479.8056640625,18459670,0.0,0.0
2018-07-04 00:00:00+07:00,12281.471772708186,12357.75390625,11610.185779375146,12357.75390625,12574600,0.0,0.0
2018-07-05 00:00:00+07:00,13204.488747849133,13204.488747849133,12357.753767484457,12884.1025390625,3166900,0.0,0.0
2018-07-06 00:00:00+07:00,12815.447862413193,13273.142428927951,12357.753295898438,13181.603515625,2321980,0.0,0.0
2018-07-09 00:00:00+07:00,13273.143194901317,13364.682113486842,12746.79441303454,13044.2958984375,1387800,0.0,0.0
2018-07-10 00:00:00+07:00,13044.295267998417,13044.295267998417,12586.600697191456,12655.2548828125,1098200,0.0,0.0
2018-07-11 00:00:00+07:00,12403.522413531553,12403.522413531553,11785.634765625,11785.634765625,3229140,0.0,0.0
2018-07-12 00:00:00+07:00,11488.13348858173,11900.05859375,11488.13348858173,11900.05859375,1708160,0.0,0.0
2018-07-13 00:00:00+07:00,12083.13656965649,12128.906026359733,11900.058742843512,11991.59765625,857800,0.0,0.0
