Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-03-26 00:00:00-04:00,27610.5,27776.80078125,27277.80078125,27610.5,458641,0.0,0.0,0.0
2010-03-29 00:00:00-04:00,27943.099609375,28275.80078125,27776.80078125,28109.5,269407,0.0,0.0,0.0
2010-03-30 00:00:00-04:00,28109.5,28109.5,27444.19921875,27776.80078125,645560,0.0,0.0,0.0
2010-03-31 00:00:00-04:00,27943.099609375,27943.099609375,27776.80078125,27776.80078125,540768,0.0,0.0,0.0
2010-04-01 00:00:00-04:00,27943.099609375,28275.80078125,27943.099609375,28275.80078125,862060,0.0,0.0,0.0
2010-04-05 00:00:00-04:00,28774.80078125,28774.80078125,28608.5,28608.5,501538,0.0,0.0,0.0
2010-04-06 00:00:00-04:00,28608.5,28941.099609375,28608.5,28608.5,855296,0.0,0.0,0.0
2010-04-07 00:00:00-04:00,28608.5,28774.80078125,28608.5,28774.80078125,454192,0.0,0.0,0.0
2010-04-08 00:00:00-04:00,28608.5,28941.099609375,28608.5,28608.5,409792,0.0,0.0,0.0
2010-04-09 00:00:00-04:00,28608.5,28774.80078125,28608.5,28608.5,325170,0.0,0.0,0.0
2010-04-12 00:00:00-04:00,28941.099609375,28941.099609375,28774.80078125,28941.099609375,568273,0.0,0.0,0.0
2010-04-13 00:00:00-04:00,28941.099609375,29107.400390625,28774.80078125,29107.400390625,795926,0.0,0.0,0.0
2010-04-14 00:00:00-04:00,28941.099609375,29107.400390625,28774.80078125,29107.400390625,405523,0.0,0.0,0.0
2010-04-15 00:00:00-04:00,29273.80078125,29273.80078125,28941.099609375,29107.400390625,615499,0.0,0.0,0.0
2010-04-16 00:00:00-04:00,29273.80078125,29273.80078125,28941.099609375,28941.099609375,301482,0.0,0.0,0.0
2010-04-19 00:00:00-04:00,28941.099609375,28941.099609375,28608.5,28608.5,763700,0.0,0.0,0.0
2010-04-20 00:00:00-04:00,28109.5,28608.5,28109.5,28608.5,370772,0.0,0.0,0.0
2010-04-21 00:00:00-04:00,28608.5,28774.80078125,28442.099609375,28608.5,463841,0.0,0.0,0.0
2010-04-22 00:00:00-04:00,28608.5,29273.80078125,28608.5,29273.80078125,802088,0.0,0.0,0.0
2010-04-23 00:00:00-04:00,29273.80078125,29273.80078125,29273.80078125,29273.80078125,0,0.0,0.0,0.0
2010-04-26 00:00:00-04:00,29273.80078125,29606.400390625,29273.80078125,29440.099609375,804794,0.0,0.0,0.0
2010-04-27 00:00:00-04:00,29440.099609375,29772.80078125,29440.099609375,29440.099609375,1011043,0.0,0.0,0.0
2010-04-28 00:00:00-04:00,29273.80078125,29440.099609375,29107.400390625,29440.099609375,471447,0.0,0.0,0.0
2010-04-29 00:00:00-04:00,29606.400390625,29606.400390625,29273.80078125,29273.80078125,1387437,0.0,0.0,0.0
2010-04-30 00:00:00-04:00,29273.80078125,29273.80078125,29273.80078125,29273.80078125,0,0.0,0.0,0.0
2010-05-03 00:00:00-04:00,29273.80078125,29273.80078125,29273.80078125,29273.80078125,0,0.0,0.0,0.0
2010-05-04 00:00:00-04:00,30105.400390625,30105.400390625,29440.099609375,29440.099609375,306442,0.0,0.0,0.0
2010-05-05 00:00:00-04:00,29440.099609375,29606.400390625,29273.80078125,29606.400390625,928164,0.0,0.0,0.0
2010-05-06 00:00:00-04:00,29273.80078125,29606.400390625,29107.400390625,29107.400390625,900598,0.0,0.0,0.0
2010-05-07 00:00:00-04:00,28774.80078125,28941.099609375,28442.099609375,28774.80078125,633807,0.0,0.0,0.0
2010-05-10 00:00:00-04:00,28774.80078125,28774.80078125,27943.099609375,28442.099609375,1009600,0.0,0.0,0.0
2010-05-11 00:00:00-04:00,22121.69921875,22288.0,21290.0,21290.0,468892,0.0,0.0,0.0
2010-05-12 00:00:00-04:00,21290.0,21456.30078125,20791.0,21456.30078125,281401,0.0,0.0,0.0
2010-05-13 00:00:00-04:00,21290.0,21290.0,20624.69921875,21123.69921875,275749,0.0,0.0,0.0
2010-05-14 00:00:00-04:00,21123.69921875,21456.30078125,21123.69921875,21123.69921875,131006,0.0,0.0,0.0
2010-05-17 00:00:00-04:00,21123.69921875,21123.69921875,20292.0,20292.0,408980,0.0,0.0,0.0
2010-05-18 00:00:00-04:00,20125.69921875,20458.400390625,19959.400390625,20292.0,847090,0.0,0.0,0.0
2010-05-19 00:00:00-04:00,19626.69921875,19959.400390625,19626.69921875,19793.099609375,847511,0.0,0.0,0.0
2010-05-20 00:00:00-04:00,19294.099609375,20458.400390625,19294.099609375,20458.400390625,267693,0.0,0.0,0.0
2010-05-21 00:00:00-04:00,19793.099609375,20292.0,19626.69921875,20292.0,819704,0.0,0.0,0.0
2010-05-24 00:00:00-04:00,20125.69921875,20458.400390625,19959.400390625,20458.400390625,455484,0.0,0.0,0.0
2010-05-25 00:00:00-04:00,20458.400390625,20458.400390625,20458.400390625,20458.400390625,0,0.0,0.0,0.0
2010-05-26 00:00:00-04:00,21955.30078125,21955.30078125,21290.0,21456.30078125,754261,0.0,0.0,0.0
2010-05-27 00:00:00-04:00,21456.30078125,21789.0,21290.0,21789.0,2256652,0.0,0.0,0.0
2010-05-28 00:00:00-04:00,22288.0,22288.0,21789.0,21955.30078125,1428170,0.0,0.0,0.0
2010-06-01 00:00:00-04:00,21622.69921875,21955.30078125,21456.30078125,21955.30078125,627043,0.0,0.0,0.0
2010-06-02 00:00:00-04:00,21789.0,22121.69921875,21789.0,21955.30078125,878864,0.0,0.0,0.0
2010-06-03 00:00:00-04:00,21955.30078125,22288.0,21955.30078125,22288.0,1014800,0.0,0.0,0.0
2010-06-04 00:00:00-04:00,22288.0,22454.30078125,22288.0,22288.0,605609,0.0,0.0,0.0
2010-06-07 00:00:00-04:00,21955.30078125,21955.30078125,21456.30078125,21456.30078125,727567,0.0,0.0,0.0
2010-06-08 00:00:00-04:00,21456.30078125,21622.69921875,21456.30078125,21622.69921875,606722,0.0,0.0,0.0
2010-06-09 00:00:00-04:00,21955.30078125,22121.69921875,21789.0,21955.30078125,424672,0.0,0.0,0.0
2010-06-10 00:00:00-04:00,21955.30078125,22288.0,21955.30078125,22121.69921875,501989,0.0,0.0,0.0
2010-06-11 00:00:00-04:00,22454.30078125,22454.30078125,22121.69921875,22288.0,412046,0.0,0.0,0.0
2010-06-14 00:00:00-04:00,22620.599609375,22787.0,22620.599609375,22787.0,670150,0.0,0.0,0.0
2010-06-15 00:00:00-04:00,22787.0,22787.0,22787.0,22787.0,0,0.0,0.0,0.0
2010-06-16 00:00:00-04:00,22288.0,22454.30078125,22121.69921875,22121.69921875,402637,0.0,0.0,0.0
2010-06-17 00:00:00-04:00,22620.599609375,22787.0,22454.30078125,22787.0,854214,0.0,0.0,0.0
2010-06-18 00:00:00-04:00,22953.30078125,22953.30078125,22454.30078125,22454.30078125,579246,0.0,0.0,0.0
2010-06-21 00:00:00-04:00,22953.30078125,22953.30078125,22620.599609375,22953.30078125,571670,0.0,0.0,0.0
2010-06-22 00:00:00-04:00,22953.30078125,23286.0,22787.0,23286.0,819674,0.0,0.0,0.0
2010-06-23 00:00:00-04:00,22953.30078125,23119.599609375,22454.30078125,22454.30078125,258074,0.0,0.0,0.0
2010-06-24 00:00:00-04:00,22454.30078125,23452.30078125,22454.30078125,23119.599609375,949718,0.0,0.0,0.0
2010-06-25 00:00:00-04:00,22787.0,23119.599609375,22620.599609375,22787.0,342034,0.0,0.0,0.0
2010-06-28 00:00:00-04:00,22620.599609375,22787.0,22620.599609375,22620.599609375,159954,0.0,0.0,0.0
2010-06-29 00:00:00-04:00,22953.30078125,23286.0,22787.0,23119.599609375,1448761,0.0,0.0,0.0
2010-06-30 00:00:00-04:00,23119.599609375,23119.599609375,22454.30078125,22953.30078125,314047,0.0,0.0,0.0
2010-07-01 00:00:00-04:00,22620.599609375,23286.0,22620.599609375,23286.0,830917,0.0,0.0,0.0
2010-07-02 00:00:00-04:00,22953.30078125,22953.30078125,22454.30078125,22620.599609375,401044,0.0,0.0,0.0
2010-07-06 00:00:00-04:00,22953.30078125,22953.30078125,22454.30078125,22620.599609375,771216,0.0,0.0,0.0
2010-07-07 00:00:00-04:00,22953.30078125,22953.30078125,22454.30078125,22454.30078125,355020,0.0,0.0,0.0
2010-07-08 00:00:00-04:00,22787.0,23286.0,22787.0,23119.599609375,512360,0.0,0.0,0.0
2010-07-09 00:00:00-04:00,23119.599609375,23119.599609375,22787.0,22953.30078125,129653,0.0,0.0,0.0
2010-07-12 00:00:00-04:00,22454.30078125,22787.0,22454.30078125,22787.0,212351,0.0,0.0,0.0
2010-07-13 00:00:00-04:00,23286.0,23286.0,22953.30078125,23119.599609375,1445545,0.0,0.0,0.0
2010-07-14 00:00:00-04:00,23119.599609375,23119.599609375,22787.0,22787.0,237452,0.0,0.0,0.0
2010-07-15 00:00:00-04:00,22620.599609375,23119.599609375,22620.599609375,23119.599609375,432217,0.0,0.0,0.0
2010-07-16 00:00:00-04:00,23119.599609375,23119.599609375,22953.30078125,23119.599609375,170836,0.0,0.0,0.0
2010-07-19 00:00:00-04:00,23119.599609375,23286.0,22953.30078125,23286.0,350211,0.0,0.0,0.0
2010-07-20 00:00:00-04:00,23286.0,23286.0,22953.30078125,23286.0,376574,0.0,0.0,0.0
2010-07-21 00:00:00-04:00,23119.599609375,23119.599609375,22953.30078125,23119.599609375,396715,0.0,0.0,0.0
2010-07-22 00:00:00-04:00,23286.0,23452.30078125,23119.599609375,23286.0,1196429,0.0,0.0,0.0
2010-07-23 00:00:00-04:00,23452.30078125,23452.30078125,23286.0,23452.30078125,541910,0.0,0.0,0.0
2010-07-26 00:00:00-04:00,23452.30078125,23452.30078125,23452.30078125,23452.30078125,0,0.0,0.0,0.0
2010-07-27 00:00:00-04:00,23618.599609375,24117.599609375,23452.30078125,24117.599609375,2837522,0.0,0.0,0.0
2010-07-28 00:00:00-04:00,23618.599609375,24117.599609375,23452.30078125,23618.599609375,495015,0.0,0.0,0.0
2010-07-29 00:00:00-04:00,23618.599609375,24782.900390625,23618.599609375,24782.900390625,1517481,0.0,0.0,0.0
2010-07-30 00:00:00-04:00,25281.900390625,25947.19921875,24949.19921875,25614.5,2172722,0.0,0.0,0.0
2010-08-02 00:00:00-04:00,25115.599609375,25614.5,25115.599609375,25448.19921875,596681,0.0,0.0,0.0
2010-08-03 00:00:00-04:00,25947.19921875,26612.5,25780.900390625,25947.19921875,1296562,0.0,0.0,0.0
2010-08-04 00:00:00-04:00,25614.5,25947.19921875,24949.19921875,25115.599609375,831248,0.0,0.0,0.0
2010-08-05 00:00:00-04:00,25947.19921875,26279.900390625,25614.5,26279.900390625,911601,0.0,0.0,0.0
2010-08-06 00:00:00-04:00,25947.19921875,25947.19921875,25281.900390625,25614.5,832871,0.0,0.0,0.0
2010-08-09 00:00:00-04:00,25281.900390625,25281.900390625,24782.900390625,24949.19921875,721705,0.0,0.0,0.0
2010-08-10 00:00:00-04:00,24782.900390625,24782.900390625,24283.900390625,24616.599609375,929517,0.0,0.0,0.0
2010-08-11 00:00:00-04:00,24949.19921875,24949.19921875,24616.599609375,24616.599609375,99201,0.0,0.0,0.0
2010-08-12 00:00:00-04:00,24450.19921875,24450.19921875,23618.599609375,23618.599609375,626201,0.0,0.0,0.0
2010-08-13 00:00:00-04:00,23286.0,23784.900390625,23119.599609375,23618.599609375,520537,0.0,0.0,0.0
2010-08-16 00:00:00-04:00,23618.599609375,24450.19921875,23452.30078125,24450.19921875,392356,0.0,0.0,0.0
2010-08-17 00:00:00-04:00,24782.900390625,24949.19921875,24283.900390625,24949.19921875,439041,0.0,0.0,0.0
2010-08-18 00:00:00-04:00,24616.599609375,24616.599609375,24117.599609375,24117.599609375,185807,0.0,0.0,0.0
2010-08-19 00:00:00-04:00,23784.900390625,24117.599609375,23784.900390625,23951.30078125,301211,0.0,0.0,0.0
2010-08-20 00:00:00-04:00,23951.30078125,24949.19921875,23452.30078125,24949.19921875,428790,0.0,0.0,0.0
2010-08-23 00:00:00-04:00,24616.599609375,24616.599609375,24283.900390625,24283.900390625,320811,0.0,0.0,0.0
2010-08-24 00:00:00-04:00,23951.30078125,23951.30078125,23286.0,23286.0,733579,0.0,0.0,0.0
2010-08-25 00:00:00-04:00,23452.30078125,23452.30078125,22454.30078125,23119.599609375,784232,0.0,0.0,0.0
2010-08-26 00:00:00-04:00,22787.0,23618.599609375,22787.0,23286.0,632724,0.0,0.0,0.0
2010-08-27 00:00:00-04:00,22953.30078125,23452.30078125,22953.30078125,23286.0,277373,0.0,0.0,0.0
2010-08-30 00:00:00-04:00,23951.30078125,24450.19921875,23784.900390625,23951.30078125,578494,0.0,0.0,0.0
2010-08-31 00:00:00-04:00,23951.30078125,24949.19921875,23951.30078125,24949.19921875,1775615,0.0,0.0,0.0
2010-09-01 00:00:00-04:00,24616.599609375,24782.900390625,23784.900390625,24782.900390625,1054812,0.0,0.0,0.0
2010-09-02 00:00:00-04:00,24782.900390625,24782.900390625,24782.900390625,24782.900390625,0,0.0,0.0,0.0
2010-09-03 00:00:00-04:00,24782.900390625,24782.900390625,24782.900390625,24782.900390625,0,0.0,0.0,0.0
2010-09-07 00:00:00-04:00,24616.599609375,24616.599609375,24283.900390625,24283.900390625,860166,0.0,0.0,0.0
2010-09-08 00:00:00-04:00,23951.30078125,24283.900390625,23951.30078125,24117.599609375,524865,0.0,0.0,0.0
2010-09-09 00:00:00-04:00,24450.19921875,24450.19921875,24283.900390625,24450.19921875,323577,0.0,0.0,0.0
2010-09-10 00:00:00-04:00,24450.19921875,24616.599609375,24117.599609375,24117.599609375,439011,0.0,0.0,0.0
2010-09-13 00:00:00-04:00,24782.900390625,24782.900390625,23951.30078125,24283.900390625,267332,0.0,0.0,0.0
2010-09-14 00:00:00-04:00,24283.900390625,24450.19921875,23951.30078125,24283.900390625,133921,0.0,0.0,0.0
2010-09-15 00:00:00-04:00,24450.19921875,24450.19921875,23951.30078125,24283.900390625,307013,0.0,0.0,0.0
2010-09-16 00:00:00-04:00,24283.900390625,24450.19921875,23951.30078125,23951.30078125,323035,0.0,0.0,0.0
2010-09-17 00:00:00-04:00,23951.30078125,24450.19921875,23951.30078125,24450.19921875,505356,0.0,0.0,0.0
2010-09-20 00:00:00-04:00,24117.599609375,24450.19921875,23951.30078125,24283.900390625,210517,0.0,0.0,0.0
2010-09-21 00:00:00-04:00,24450.19921875,24450.19921875,23951.30078125,23951.30078125,573414,0.0,0.0,0.0
2010-09-22 00:00:00-04:00,23618.599609375,23951.30078125,23618.599609375,23784.900390625,664288,0.0,0.0,0.0
2010-09-23 00:00:00-04:00,23784.900390625,23784.900390625,23784.900390625,23784.900390625,0,0.0,0.0,0.0
2010-09-24 00:00:00-04:00,23452.30078125,23784.900390625,23286.0,23452.30078125,638105,0.0,0.0,0.0
2010-09-27 00:00:00-04:00,23618.599609375,23618.599609375,23286.0,23286.0,402577,0.0,0.0,0.0
2010-09-28 00:00:00-04:00,23452.30078125,23618.599609375,23286.0,23618.599609375,581711,0.0,0.0,0.0
2010-09-29 00:00:00-04:00,23618.599609375,23618.599609375,23286.0,23452.30078125,672826,0.0,0.0,0.0
2010-09-30 00:00:00-04:00,23618.599609375,23784.900390625,23618.599609375,23618.599609375,816518,0.0,0.0,0.0
2010-10-01 00:00:00-04:00,23951.30078125,23951.30078125,23452.30078125,23618.599609375,562081,0.0,0.0,0.0
2010-10-04 00:00:00-04:00,23618.599609375,23618.599609375,23286.0,23618.599609375,696634,0.0,0.0,0.0
2010-10-05 00:00:00-04:00,23286.0,23951.30078125,23286.0,23951.30078125,924767,0.0,0.0,0.0
2010-10-06 00:00:00-04:00,23951.30078125,24117.599609375,23784.900390625,24117.599609375,733218,0.0,0.0,0.0
2010-10-07 00:00:00-04:00,23618.599609375,24616.599609375,23618.599609375,24450.19921875,1352115,0.0,0.0,0.0
2010-10-08 00:00:00-04:00,24450.19921875,24450.19921875,24283.900390625,24283.900390625,629327,0.0,0.0,0.0
2010-10-11 00:00:00-04:00,23784.900390625,24117.599609375,23784.900390625,23951.30078125,362836,0.0,0.0,0.0
2010-10-12 00:00:00-04:00,23784.900390625,23951.30078125,23618.599609375,23784.900390625,294117,0.0,0.0,0.0
2010-10-13 00:00:00-04:00,23784.900390625,24117.599609375,23618.599609375,24117.599609375,899997,0.0,0.0,0.0
2010-10-14 00:00:00-04:00,24117.599609375,24283.900390625,23951.30078125,24283.900390625,576841,0.0,0.0,0.0
2010-10-15 00:00:00-04:00,23951.30078125,24117.599609375,23618.599609375,23784.900390625,1038909,0.0,0.0,0.0
2010-10-18 00:00:00-04:00,23951.30078125,23951.30078125,23784.900390625,23784.900390625,409371,0.0,0.0,0.0
2010-10-19 00:00:00-04:00,23951.30078125,23951.30078125,23784.900390625,23784.900390625,773260,0.0,0.0,0.0
2010-10-20 00:00:00-04:00,23784.900390625,23784.900390625,23286.0,23452.30078125,530006,0.0,0.0,0.0
2010-10-21 00:00:00-04:00,23286.0,23452.30078125,23119.599609375,23119.599609375,634829,0.0,0.0,0.0
2010-10-22 00:00:00-04:00,23119.599609375,23119.599609375,22953.30078125,23119.599609375,467629,0.0,0.0,0.0
2010-10-25 00:00:00-04:00,23119.599609375,23286.0,22787.0,23119.599609375,878323,0.0,0.0,0.0
2010-10-26 00:00:00-04:00,23119.599609375,23951.30078125,23119.599609375,23784.900390625,1083820,0.0,0.0,0.0
2010-10-27 00:00:00-04:00,23951.30078125,24450.19921875,23951.30078125,24117.599609375,1694631,0.0,0.0,0.0
2010-10-28 00:00:00-04:00,23951.30078125,24450.19921875,23951.30078125,24450.19921875,1465025,0.0,0.0,0.0
2010-10-29 00:00:00-04:00,24616.599609375,25614.5,24616.599609375,25448.19921875,2306704,0.0,0.0,0.0
2010-11-01 00:00:00-04:00,25448.19921875,25448.19921875,24616.599609375,24782.900390625,757778,0.0,0.0,0.0
2010-11-02 00:00:00-04:00,24616.599609375,24782.900390625,24283.900390625,24283.900390625,379881,0.0,0.0,0.0
2010-11-03 00:00:00-04:00,24616.599609375,24616.599609375,23951.30078125,24283.900390625,372005,0.0,0.0,0.0
2010-11-04 00:00:00-04:00,24117.599609375,24450.19921875,24117.599609375,24450.19921875,144954,0.0,0.0,0.0
2010-11-05 00:00:00-04:00,24616.599609375,25281.900390625,24283.900390625,25281.900390625,1562092,0.0,0.0,0.0
2010-11-08 00:00:00-05:00,25281.900390625,25281.900390625,24117.599609375,24117.599609375,746265,0.0,0.0,0.0
2010-11-09 00:00:00-05:00,24616.599609375,24616.599609375,24117.599609375,24283.900390625,964568,0.0,0.0,0.0
2010-11-10 00:00:00-05:00,24450.19921875,24616.599609375,24283.900390625,24616.599609375,755644,0.0,0.0,0.0
2010-11-11 00:00:00-05:00,24117.599609375,24616.599609375,24117.599609375,24117.599609375,218694,0.0,0.0,0.0
2010-11-12 00:00:00-05:00,23951.30078125,23951.30078125,23452.30078125,23951.30078125,792499,0.0,0.0,0.0
2010-11-15 00:00:00-05:00,23618.599609375,23951.30078125,23119.599609375,23286.0,597493,0.0,0.0,0.0
2010-11-16 00:00:00-05:00,23286.0,23286.0,22953.30078125,23119.599609375,825837,0.0,0.0,0.0
2010-11-17 00:00:00-05:00,23286.0,23452.30078125,22787.0,22787.0,995200,0.0,0.0,0.0
2010-11-18 00:00:00-05:00,23286.0,23286.0,22787.0,22953.30078125,532200,0.0,0.0,0.0
2010-11-19 00:00:00-05:00,23452.30078125,23452.30078125,22620.599609375,22620.599609375,850517,0.0,0.0,0.0
2010-11-22 00:00:00-05:00,22121.69921875,22953.30078125,22121.69921875,22953.30078125,462008,0.0,0.0,0.0
2010-11-23 00:00:00-05:00,23452.30078125,23452.30078125,23452.30078125,23452.30078125,498352,0.0,0.0,0.0
2010-11-24 00:00:00-05:00,23286.0,23618.599609375,22953.30078125,23618.599609375,285850,0.0,0.0,0.0
2010-11-26 00:00:00-05:00,23452.30078125,23452.30078125,22787.0,22787.0,370201,0.0,0.0,0.0
2010-11-29 00:00:00-05:00,22953.30078125,23452.30078125,22953.30078125,23452.30078125,489574,0.0,0.0,0.0
2010-11-30 00:00:00-05:00,24450.19921875,24450.19921875,23286.0,23286.0,731565,0.0,0.0,0.0
2010-12-01 00:00:00-05:00,23452.30078125,23452.30078125,22787.0,22787.0,2079562,0.0,0.0,0.0
2010-12-02 00:00:00-05:00,23119.599609375,23286.0,22787.0,22953.30078125,534846,0.0,0.0,0.0
2010-12-03 00:00:00-05:00,23452.30078125,23452.30078125,22953.30078125,22953.30078125,689660,0.0,0.0,0.0
2010-12-06 00:00:00-05:00,22953.30078125,22953.30078125,22454.30078125,22787.0,1857712,0.0,0.0,0.0
2010-12-07 00:00:00-05:00,22620.599609375,22787.0,22454.30078125,22454.30078125,1026223,0.0,0.0,0.0
2010-12-08 00:00:00-05:00,22620.599609375,22620.599609375,22288.0,22288.0,435674,0.0,0.0,0.0
2010-12-09 00:00:00-05:00,22454.30078125,22787.0,22288.0,22620.599609375,484163,0.0,0.0,0.0
2010-12-10 00:00:00-05:00,22787.0,22787.0,22454.30078125,22787.0,1261421,0.0,0.0,0.0
2010-12-13 00:00:00-05:00,22787.0,23286.0,22787.0,23119.599609375,1151728,0.0,0.0,0.0
2010-12-14 00:00:00-05:00,23119.599609375,23119.599609375,22620.599609375,22953.30078125,1153051,0.0,0.0,0.0
2010-12-15 00:00:00-05:00,22787.0,22953.30078125,22454.30078125,22454.30078125,1291783,0.0,0.0,0.0
2010-12-16 00:00:00-05:00,22121.69921875,22454.30078125,21789.0,21789.0,1362787,0.0,0.0,0.0
2010-12-17 00:00:00-05:00,21955.30078125,22121.69921875,21789.0,21955.30078125,1253455,0.0,0.0,0.0
2010-12-20 00:00:00-05:00,21955.30078125,22288.0,21456.30078125,21955.30078125,1238635,0.0,0.0,0.0
2010-12-21 00:00:00-05:00,21622.69921875,21955.30078125,21456.30078125,21622.69921875,1464453,0.0,0.0,0.0
2010-12-22 00:00:00-05:00,21622.69921875,21789.0,21456.30078125,21456.30078125,754712,0.0,0.0,0.0
2010-12-23 00:00:00-05:00,21290.0,21622.69921875,21290.0,21622.69921875,104552,0.0,0.0,0.0
2010-12-27 00:00:00-05:00,21622.69921875,21622.69921875,21290.0,21456.30078125,769923,0.0,0.0,0.0
2010-12-28 00:00:00-05:00,21622.69921875,21622.69921875,21290.0,21622.69921875,857491,0.0,0.0,0.0
2010-12-29 00:00:00-05:00,21622.69921875,21622.69921875,21123.69921875,21456.30078125,982815,0.0,0.0,0.0
2010-12-30 00:00:00-05:00,21123.69921875,21456.30078125,21123.69921875,21123.69921875,1614157,0.0,0.0,0.0
2010-12-31 00:00:00-05:00,21123.69921875,21456.30078125,21123.69921875,21456.30078125,875046,0.0,0.0,0.0
2011-01-03 00:00:00-05:00,21456.30078125,21456.30078125,21456.30078125,21456.30078125,0,0.0,0.0,0.0
2011-01-04 00:00:00-05:00,21622.69921875,21622.69921875,21123.69921875,21123.69921875,761566,0.0,0.0,0.0
2011-01-05 00:00:00-05:00,21290.0,21290.0,20624.69921875,20791.0,959939,0.0,0.0,0.0
2011-01-06 00:00:00-05:00,20624.69921875,20957.400390625,20624.69921875,20791.0,401525,0.0,0.0,0.0
2011-01-07 00:00:00-05:00,20624.69921875,20791.0,20624.69921875,20624.69921875,1449633,0.0,0.0,0.0
2011-01-10 00:00:00-05:00,20624.69921875,21123.69921875,20624.69921875,20791.0,1171629,0.0,0.0,0.0
2011-01-11 00:00:00-05:00,20791.0,20957.400390625,20458.400390625,20791.0,746325,0.0,0.0,0.0
2011-01-12 00:00:00-05:00,20957.400390625,20957.400390625,20292.0,20292.0,1098190,0.0,0.0,0.0
2011-01-13 00:00:00-05:00,20125.69921875,20458.400390625,20125.69921875,20125.69921875,622594,0.0,0.0,0.0
2011-01-14 00:00:00-05:00,20791.0,21123.69921875,20791.0,21123.69921875,556249,0.0,0.0,0.0
2011-01-18 00:00:00-05:00,21622.69921875,21955.30078125,21456.30078125,21622.69921875,1041885,0.0,0.0,0.0
2011-01-19 00:00:00-05:00,21955.30078125,21955.30078125,21456.30078125,21456.30078125,735563,0.0,0.0,0.0
2011-01-20 00:00:00-05:00,21290.0,21456.30078125,21123.69921875,21123.69921875,423139,0.0,0.0,0.0
2011-01-21 00:00:00-05:00,21622.69921875,21622.69921875,21290.0,21290.0,857912,0.0,0.0,0.0
2011-01-24 00:00:00-05:00,21290.0,21290.0,20957.400390625,20957.400390625,1113671,0.0,0.0,0.0
2011-01-25 00:00:00-05:00,20791.0,21123.69921875,20791.0,20791.0,1315952,0.0,0.0,0.0
2011-01-26 00:00:00-05:00,20624.69921875,20791.0,20458.400390625,20624.69921875,1046124,0.0,0.0,0.0
2011-01-27 00:00:00-05:00,20458.400390625,21622.69921875,20458.400390625,21622.69921875,1162851,0.0,0.0,0.0
2011-01-28 00:00:00-05:00,21789.0,21789.0,20957.400390625,20957.400390625,1226701,0.0,0.0,0.0
