Date,Open,High,Low,Close,Volume
2010-03-29 00:00:00+07:00,43224.91796875,43224.91796875,43224.91796875,43224.91796875,168915
2010-03-30 00:00:00+07:00,42559.91794833832,42892.41796875,42559.91794833832,42892.41796875,53302
2010-03-31 00:00:00+07:00,42892.417871563266,44554.91412147489,42892.417871563266,43557.4140625,190249
2010-04-01 00:00:00+07:00,43557.41404299063,43889.9140625,43224.917871861115,43889.9140625,108413
2010-04-02 00:00:00+07:00,44222.41408200937,44222.41408200937,43889.9140625,43889.9140625,41390
2010-04-05 00:00:00+07:00,43889.9140821583,43889.9140821583,43557.4140625,43557.4140625,127879
2010-04-06 00:00:00+07:00,43557.4140625,43889.9140821583,43557.4140625,43557.4140625,119582
2010-04-07 00:00:00+07:00,43557.4140625,43889.9140821583,43557.4140625,43557.4140625,91315
2010-04-08 00:00:00+07:00,43889.91402406363,45219.91025255652,43889.91402406363,44554.9140625,220738
2010-04-09 00:00:00+07:00,44887.413914723904,46549.91015625,44887.413914723904,46549.91015625,457923
2010-04-12 00:00:00+07:00,48877.4063012395,48877.4063012395,47547.40623292017,47879.90625,281479
2010-04-13 00:00:00+07:00,47879.90626719927,48544.90630159781,47214.90623280073,47547.40625,249777
2010-04-14 00:00:00+07:00,48212.40621653748,49542.4024350827,47547.40618307495,48877.40625,363554
2010-04-15 00:00:00+07:00,48877.40614409731,49874.90234375,48877.40614409731,49874.90234375,364323
2010-04-16 00:00:00+07:00,49542.40245215776,49542.40245215776,47879.90621630828,48544.90625,231523
2010-04-19 00:00:00+07:00,47879.9063984229,47879.9063984229,46217.41015625,46217.41015625,552354
2010-04-20 00:00:00+07:00,46217.41015625,46549.91017436054,46217.41015625,46217.41015625,491879
2010-04-21 00:00:00+07:00,45552.41013800822,47547.40639907908,45552.41013800822,45884.91015625,99879
2010-04-22 00:00:00+07:00,46549.91015625,47547.40636181372,46549.91015625,46549.91015625,167554
2010-04-26 00:00:00+07:00,47547.40636181372,47547.40636181372,46549.91015625,46549.91015625,260413
2010-04-27 00:00:00+07:00,46549.910063739044,47547.40626732039,46549.910063739044,47214.90625,114071
2010-04-28 00:00:00+07:00,46882.41019247109,47547.40638031235,46217.41015625,46217.41015625,543110
2010-04-29 00:00:00+07:00,46217.41013826882,47214.90634383253,46217.41013826882,46549.91015625,24857
2010-05-04 00:00:00+07:00,47214.9063622018,47214.9063622018,46217.41015625,46217.41015625,248087
2010-05-05 00:00:00+07:00,46217.41013826882,46882.41017423118,46217.41013826882,46549.91015625,209361
2010-05-06 00:00:00+07:00,46549.91015625,47214.90634383253,46549.91015625,46549.91015625,433746
2010-05-07 00:00:00+07:00,45884.91013813945,46549.91017436054,45884.91013813945,46217.41015625,259849
2010-05-10 00:00:00+07:00,45884.91013813945,46549.91017436054,45884.91013813945,46217.41015625,308354
2010-05-11 00:00:00+07:00,46882.41017423118,46882.41017423118,46217.41013826882,46549.91015625,166813
2010-05-12 00:00:00+07:00,46217.410174491786,46217.410174491786,45884.91015625,45884.91015625,247643
2010-05-13 00:00:00+07:00,45884.91013813945,46549.91017436054,45884.91013813945,46217.41015625,111377
2010-05-14 00:00:00+07:00,45884.910120287626,46549.91015625,45884.910120287626,46549.91015625,278546
2010-05-17 00:00:00+07:00,46549.91021137481,46549.91021137481,45552.41015625,45552.41015625,173538
2010-05-18 00:00:00+07:00,46217.41019299987,46217.41019299987,45219.910137875064,45552.41015625,86457
2010-05-19 00:00:00+07:00,45552.41029157087,45552.41029157087,44222.4140625,44222.4140625,95287
2010-05-20 00:00:00+07:00,43889.91404313732,44222.4140625,42227.41779470377,44222.4140625,267138
2010-05-21 00:00:00+07:00,44222.414244768894,44222.414244768894,42227.41796875,42227.41796875,272413
2010-05-24 00:00:00+07:00,44222.4140625,44222.4140625,41894.917775341084,44222.4140625,164177
2010-05-25 00:00:00+07:00,44887.50268710191,44887.50268710191,43502.0859375,43502.0859375,20444
2010-05-26 00:00:00+07:00,43502.0859375,43502.0859375,42670.83588773885,43502.0859375,13350
2010-05-27 00:00:00+07:00,43225.0,43225.0,43225.0,43225.0,7501
2010-05-28 00:00:00+07:00,44056.25131032437,44056.25131032437,43225.00128560127,43779.16796875,46825
2010-05-31 00:00:00+07:00,44333.33465189873,44333.33465189873,43225.00128560127,43779.16796875,11057
2010-06-01 00:00:00+07:00,43779.16796875,43779.16796875,43779.16796875,43779.16796875,86523
2010-06-02 00:00:00+07:00,43502.08462717563,43779.16796875,43225.00128560127,43779.16796875,16604
2010-06-03 00:00:00+07:00,44333.33465189873,44333.33465189873,43779.16796875,43779.16796875,19146
2010-06-04 00:00:00+07:00,43779.16796875,43779.16796875,43502.08462717563,43779.16796875,3270
2010-06-07 00:00:00+07:00,42670.83588773885,43502.0859375,42670.83588773885,43502.0859375,20461
2010-06-08 00:00:00+07:00,43225.00131048387,43225.00131048387,42947.91796875,42947.91796875,32531
2010-06-09 00:00:00+07:00,42947.916666666664,42947.916666666664,42393.75,42393.75,41065
2010-06-10 00:00:00+07:00,42670.8359375,43225.00263798701,42670.8359375,42670.8359375,9333
2010-06-11 00:00:00+07:00,44333.334677419356,44333.334677419356,42947.91796875,42947.91796875,11360
2010-06-14 00:00:00+07:00,43225.0,43225.0,42947.916666666664,43225.0,14773
2010-06-15 00:00:00+07:00,43502.083333333336,43502.083333333336,43225.0,43225.0,43803
2010-06-16 00:00:00+07:00,43779.16928742038,43779.16928742038,43502.0859375,43502.0859375,6684
2010-06-17 00:00:00+07:00,43502.0859375,43502.0859375,43502.0859375,43502.0859375,42007
2010-06-18 00:00:00+07:00,43502.083333333336,43502.083333333336,43225.0,43225.0,35465
2010-06-21 00:00:00+07:00,43779.166666666664,43779.166666666664,43225.0,43225.0,41811
2010-06-22 00:00:00+07:00,42116.666666666664,43225.0,42116.666666666664,43225.0,46434
2010-06-23 00:00:00+07:00,42670.8359375,42947.919287743505,42670.8359375,42670.8359375,2808
2010-06-24 00:00:00+07:00,43225.00258757961,43502.0859375,42670.83588773885,43502.0859375,47038
2010-06-25 00:00:00+07:00,43502.0859375,43502.0859375,43502.0859375,43502.0859375,3733
2010-06-28 00:00:00+07:00,42393.751214748474,45441.66796875,42393.751214748474,45441.66796875,54825
2010-06-29 00:00:00+07:00,45441.66794535928,46272.91796875,44333.334580838324,46272.91796875,64781
2010-06-30 00:00:00+07:00,44333.33588957055,45718.752636119636,44056.252540260735,45164.5859375,92585
2010-07-01 00:00:00+07:00,45164.583333333336,45164.583333333336,44333.333333333336,44887.5,4444
2010-07-02 00:00:00+07:00,43779.16923828125,44333.3359375,43779.16923828125,44333.3359375,7146
2010-07-05 00:00:00+07:00,43225.00258757961,44056.25263734076,42116.669187898086,43502.0859375,1698
2010-07-06 00:00:00+07:00,43225.0,43779.166666666664,43225.0,43225.0,18968
2010-07-07 00:00:00+07:00,41839.583333333336,42393.75,41562.5,41562.5,47731
2010-07-08 00:00:00+07:00,43225.0,43225.0,43225.0,43225.0,177
2010-07-09 00:00:00+07:00,43225.0,43225.0,41562.5,41562.5,2986
2010-07-12 00:00:00+07:00,43225.0,43225.0,43225.0,43225.0,444
2010-07-13 00:00:00+07:00,43225.0,43225.0,42393.75,43225.0,20817
2010-07-14 00:00:00+07:00,43225.0,43225.0,42670.833333333336,43225.0,46878
2010-07-15 00:00:00+07:00,42670.8359375,42670.8359375,42670.8359375,42670.8359375,1066
2010-07-16 00:00:00+07:00,43225.00269039735,43225.00269039735,41839.5859375,41839.5859375,5706
2010-07-19 00:00:00+07:00,41562.50258692053,41839.5859375,41562.50258692053,41839.5859375,19270
2010-07-20 00:00:00+07:00,41285.416666666664,43225.0,41285.416666666664,43225.0,11128
2010-07-21 00:00:00+07:00,43225.00269039735,43225.00269039735,41839.5859375,41839.5859375,2310
2010-07-22 00:00:00+07:00,41562.50263935811,41562.50263935811,41008.3359375,41008.3359375,20230
2010-07-23 00:00:00+07:00,40454.166666666664,42670.833333333336,40454.166666666664,41562.5,17474
2010-07-26 00:00:00+07:00,41562.5,41562.5,41562.5,41562.5,12141
2010-07-27 00:00:00+07:00,40177.08583402318,42116.669288079465,40177.08583402318,41839.5859375,40514
2010-07-28 00:00:00+07:00,40454.166666666664,41562.5,40454.166666666664,41562.5,26950
2010-07-29 00:00:00+07:00,40454.166666666664,41562.5,40454.166666666664,41562.5,17954
2010-07-30 00:00:00+07:00,41562.5,42116.666666666664,41562.5,41562.5,30577
2010-08-02 00:00:00+07:00,42670.833333333336,42670.833333333336,41562.5,41562.5,26400
2010-08-03 00:00:00+07:00,41562.50258692053,42116.669288079465,41562.50258692053,41839.5859375,34167
2010-08-04 00:00:00+07:00,42116.666666666664,42116.666666666664,41562.5,41562.5,18470
2010-08-05 00:00:00+07:00,41562.5,41839.583333333336,41562.5,41562.5,45598
2010-08-06 00:00:00+07:00,41562.50263935811,41562.50263935811,40454.16923564189,41008.3359375,6434
2010-08-09 00:00:00+07:00,41008.33599137931,41008.33599137931,40177.0859375,40177.0859375,29705
2010-08-10 00:00:00+07:00,41008.33465325343,41008.33465325343,38791.66791523973,40454.16796875,12320
2010-08-11 00:00:00+07:00,41008.3359375,41008.3359375,41008.3359375,41008.3359375,3554
2010-08-12 00:00:00+07:00,39345.83459974315,40454.16796875,39068.751257491436,40454.16796875,51003
2010-08-13 00:00:00+07:00,40454.16796875,40454.16796875,38791.66791523973,40454.16796875,54737
2010-08-16 00:00:00+07:00,40454.16923564189,41008.3359375,40454.16923564189,41008.3359375,65261
2010-08-17 00:00:00+07:00,41008.33604753521,41008.33604753521,39345.8359375,39345.8359375,1120
2010-08-18 00:00:00+07:00,40731.25269586268,40731.25269586268,39345.8359375,39345.8359375,7733
2010-08-19 00:00:00+07:00,39345.833333333336,39900.0,39345.833333333336,39900.0,70
2010-08-20 00:00:00+07:00,39622.91796875,39622.91796875,39622.91796875,39622.91796875,17
2010-08-23 00:00:00+07:00,39622.91796875,39900.00131118881,39345.83462631119,39622.91796875,2488
2010-08-24 00:00:00+07:00,39622.919404871325,39622.919404871325,37683.3359375,37683.3359375,53385
2010-08-25 00:00:00+07:00,37683.33605769231,37683.33605769231,36020.8359375,36020.8359375,118701
2010-08-26 00:00:00+07:00,34635.41917067308,36020.8359375,34635.41917067308,36020.8359375,59785
2010-08-27 00:00:00+07:00,36297.919290865386,36297.919290865386,34912.502524038464,36020.8359375,25830
2010-08-30 00:00:00+07:00,36575.00252757353,37683.3359375,36575.00252757353,37683.3359375,34363
2010-08-31 00:00:00+07:00,36575.00122767857,38791.66796875,36575.00122767857,38791.66796875,139181
2010-09-01 00:00:00+07:00,40177.083333333336,40177.083333333336,38791.666666666664,39900.0,21297
2010-09-06 00:00:00+07:00,41008.33599137931,41008.33599137931,40177.0859375,40177.0859375,5101
2010-09-07 00:00:00+07:00,40454.166666666664,40454.166666666664,39900.0,39900.0,22274
2010-09-08 00:00:00+07:00,39622.91796875,39622.91796875,38791.66794143357,39622.91796875,19981
2010-09-09 00:00:00+07:00,39345.83599370504,39345.83599370504,38514.5859375,38514.5859375,2400
2010-09-10 00:00:00+07:00,39068.75,39345.833333333336,39068.75,39068.75,7430
2010-09-13 00:00:00+07:00,39622.916666666664,39622.916666666664,37683.333333333336,39068.75,8070
2010-09-14 00:00:00+07:00,39068.75258582746,39622.91928917253,39068.75258582746,39345.8359375,36745
2010-09-15 00:00:00+07:00,39345.8359375,39345.8359375,39068.75258582746,39345.8359375,4746
2010-09-16 00:00:00+07:00,38237.502530809856,39345.8359375,38237.502530809856,39345.8359375,44407
2010-09-17 00:00:00+07:00,39345.83462631119,39622.91796875,39345.83462631119,39622.91796875,8444
2010-09-20 00:00:00+07:00,39900.00131118881,39900.00131118881,39622.91796875,39622.91796875,11217
2010-09-21 00:00:00+07:00,39900.00131118881,39900.00131118881,39345.83462631119,39622.91796875,14168
2010-09-22 00:00:00+07:00,39900.00264084507,39900.00264084507,39345.8359375,39345.8359375,52230
2010-09-23 00:00:00+07:00,39900.00131118881,39900.00131118881,39345.83462631119,39622.91796875,77154
2010-09-24 00:00:00+07:00,39068.75,39345.833333333336,39068.75,39068.75,11217
2010-09-27 00:00:00+07:00,39068.75131138392,39068.75131138392,38514.58462611607,38791.66796875,17813
2010-09-28 00:00:00+07:00,38791.66923415493,39345.8359375,38514.585882482395,39345.8359375,27394
2010-09-29 00:00:00+07:00,38791.66923415493,39345.8359375,38791.66923415493,39345.8359375,36105
2010-09-30 00:00:00+07:00,39068.75,39068.75,39068.75,39068.75,5333
2010-10-01 00:00:00+07:00,39068.75,39068.75,39068.75,39068.75,8888
2010-10-04 00:00:00+07:00,37129.167912946425,39068.75131138392,37129.167912946425,38791.66796875,36958
2010-10-05 00:00:00+07:00,38791.666666666664,38791.666666666664,38237.5,38237.5,49154
2010-10-06 00:00:00+07:00,38791.666666666664,38791.666666666664,38237.5,38237.5,39287
2010-10-07 00:00:00+07:00,38514.5859375,38791.669289568345,38514.5859375,38514.5859375,49083
2010-10-08 00:00:00+07:00,38514.5859375,38791.669289568345,38514.5859375,38514.5859375,35021
2010-10-11 00:00:00+07:00,38791.669289568345,38791.669289568345,38514.5859375,38514.5859375,22880
2010-10-12 00:00:00+07:00,38514.58599494486,38514.58599494486,37683.3359375,37683.3359375,3200
2010-10-13 00:00:00+07:00,37683.333333333336,38237.5,36297.916666666664,38237.5,26133
2010-10-14 00:00:00+07:00,38514.583333333336,38514.583333333336,38237.5,38237.5,4266
2010-10-15 00:00:00+07:00,36852.08459739963,37960.41796875,36852.08459739963,37960.41796875,34487
2010-10-18 00:00:00+07:00,36575.00128264925,37683.33465485075,36575.00128264925,37129.16796875,17333
2010-10-19 00:00:00+07:00,37683.3359375,37683.3359375,37683.3359375,37683.3359375,1954
2010-10-20 00:00:00+07:00,37683.3359375,37683.3359375,37683.3359375,37683.3359375,34
2010-10-21 00:00:00+07:00,37683.333333333336,37683.333333333336,36575.0,37406.25,31590
2010-10-22 00:00:00+07:00,37683.33465485075,37683.33465485075,37129.16796875,37129.16796875,8106
2010-10-25 00:00:00+07:00,35466.666666666664,37406.25,35466.666666666664,37406.25,2613
2010-10-26 00:00:00+07:00,37683.33462591241,37960.41796875,36575.00125456204,37960.41796875,53190
2010-10-27 00:00:00+07:00,37406.25258501838,37683.3359375,37129.16923253677,37683.3359375,2150
2010-10-28 00:00:00+07:00,37406.25,37406.25,37406.25,37406.25,2488
2010-10-29 00:00:00+07:00,37406.25131180037,37406.25131180037,37129.16796875,37129.16796875,16888
2010-11-01 00:00:00+07:00,37129.166666666664,37129.166666666664,36575.0,36575.0,25421
2010-11-02 00:00:00+07:00,36575.0,36575.0,36575.0,36575.0,33777
2010-11-03 00:00:00+07:00,36575.0,36575.0,36575.0,36575.0,29741
2010-11-04 00:00:00+07:00,36575.002584586466,36852.0859375,36575.002584586466,36852.0859375,8213
2010-11-05 00:00:00+07:00,36852.08588005515,37683.3359375,36852.08588005515,37683.3359375,33457
2010-11-08 00:00:00+07:00,36575.00128264925,37129.16796875,36575.00128264925,37129.16796875,7928
2010-11-09 00:00:00+07:00,36575.0,37406.25,36575.0,37406.25,11946
2010-11-10 00:00:00+07:00,37129.169290413534,37129.169290413534,36575.002584586466,36852.0859375,27074
2010-11-11 00:00:00+07:00,36020.8359375,36297.919290865386,35743.752584134614,36020.8359375,51287
2010-11-12 00:00:00+07:00,35189.58600050403,35189.58600050403,34358.3359375,34358.3359375,161297
2010-11-15 00:00:00+07:00,34635.41929183468,34912.502646169356,34358.3359375,34358.3359375,6186
2010-11-16 00:00:00+07:00,32695.834624474788,33250.00131302521,32695.834624474788,32972.91796875,66007
2010-11-17 00:00:00+07:00,33250.0,33250.0,33250.0,33250.0,2826
2010-11-18 00:00:00+07:00,32695.833333333332,34912.5,32695.833333333332,34912.5,49651
2010-11-19 00:00:00+07:00,33250.0,34912.5,33250.0,34912.5,12514
2010-11-22 00:00:00+07:00,33527.083333333336,34912.5,33250.0,34912.5,31501
2010-11-23 00:00:00+07:00,34912.5,34912.5,34635.416666666664,34912.5,124
2010-11-24 00:00:00+07:00,34912.5,34912.5,34912.5,34912.5,1173
2010-11-25 00:00:00+07:00,34912.502583661415,35189.5859375,34912.502583661415,35189.5859375,52105
2010-11-26 00:00:00+07:00,35189.58462524414,35466.66796875,35189.58462524414,35466.66796875,2488
2010-11-29 00:00:00+07:00,33804.16911057693,36020.8359375,33804.16911057693,36020.8359375,32141
2010-11-30 00:00:00+07:00,36020.8346254771,36575.001312022905,36020.8346254771,36297.91796875,22221
2010-12-01 00:00:00+07:00,36575.001312022905,36575.001312022905,36020.8346254771,36297.91796875,22434
2010-12-02 00:00:00+07:00,36575.00128264925,37129.16796875,36575.00128264925,37129.16796875,24888
2010-12-03 00:00:00+07:00,37683.33588129497,38514.5859375,37683.33588129497,38514.5859375,87270
2010-12-06 00:00:00+07:00,38514.5859375,38791.669289568345,38514.5859375,38514.5859375,26346
2010-12-07 00:00:00+07:00,38514.5859375,38514.5859375,37683.33588129497,38514.5859375,16657
2010-12-08 00:00:00+07:00,37683.3359962406,37683.3359962406,36852.0859375,36852.0859375,75234
2010-12-09 00:00:00+07:00,36852.08462569962,37129.16796875,36852.08462569962,37129.16796875,16000
2010-12-10 00:00:00+07:00,38514.5859375,38514.5859375,37960.41923336331,38514.5859375,148621
2010-12-13 00:00:00+07:00,39622.919345773385,39622.919345773385,38514.5859375,38514.5859375,19288
2010-12-14 00:00:00+07:00,37129.167912946425,38791.66796875,37129.167912946425,38791.66796875,44514
2010-12-15 00:00:00+07:00,38791.66796875,38791.66796875,38791.66796875,38791.66796875,71465
2010-12-16 00:00:00+07:00,37683.333333333336,38791.666666666664,37683.333333333336,38237.5,9990
2010-12-17 00:00:00+07:00,38237.502530809856,39345.8359375,38237.502530809856,39345.8359375,31127
2010-12-20 00:00:00+07:00,38237.502530809856,39345.8359375,38237.502530809856,39345.8359375,22648
2010-12-21 00:00:00+07:00,38237.502530809856,39345.8359375,38237.502530809856,39345.8359375,42950
2010-12-22 00:00:00+07:00,39345.8359375,39345.8359375,39068.75258582746,39345.8359375,43198
2010-12-23 00:00:00+07:00,38791.666666666664,38791.666666666664,38237.5,38237.5,9866
2010-12-24 00:00:00+07:00,37129.167912946425,38791.66796875,37129.167912946425,38791.66796875,17154
2010-12-27 00:00:00+07:00,38791.66796875,38791.66796875,38791.66796875,38791.66796875,0
2010-12-28 00:00:00+07:00,38791.66796875,38791.66796875,38791.66796875,38791.66796875,12444
2010-12-29 00:00:00+07:00,38791.666666666664,38791.666666666664,38237.5,38237.5,56977
2010-12-30 00:00:00+07:00,38237.502585431655,38514.5859375,38237.502585431655,38514.5859375,71110
2010-12-31 00:00:00+07:00,38791.66796875,38791.66796875,38237.50128348214,38791.66796875,28051
2011-01-04 00:00:00+07:00,37683.3359375,38237.50264246324,37683.3359375,37683.3359375,35554
2011-01-05 00:00:00+07:00,37683.333333333336,37683.333333333336,37406.25,37406.25,32177
2011-01-06 00:00:00+07:00,37129.166666666664,38237.5,37129.166666666664,38237.5,5421
2011-01-07 00:00:00+07:00,37406.25,38237.5,37406.25,38237.5,710
2011-01-10 00:00:00+07:00,37406.25,38237.5,37406.25,38237.5,13208
2011-01-11 00:00:00+07:00,37406.25258501838,37683.3359375,37129.16923253677,37683.3359375,27607
2011-01-12 00:00:00+07:00,37683.3359375,37683.3359375,37683.3359375,37683.3359375,43945
2011-01-13 00:00:00+07:00,37960.41796875,37960.41796875,37960.41796875,37960.41796875,2470
2011-01-14 00:00:00+07:00,37960.41796875,37960.41796875,37960.41796875,37960.41796875,17
2011-01-17 00:00:00+07:00,36575.00125456204,37960.41796875,36575.00125456204,37960.41796875,1493
2011-01-18 00:00:00+07:00,37683.33462591241,37960.41796875,37683.33462591241,37960.41796875,30238
2011-01-19 00:00:00+07:00,37960.41796875,37960.41796875,37960.41796875,37960.41796875,1777
2011-01-20 00:00:00+07:00,36852.08582508993,38514.5859375,36297.91912095324,38514.5859375,104177
2011-01-21 00:00:00+07:00,38237.5,38514.583333333336,38237.5,38237.5,37367
2011-01-24 00:00:00+07:00,37683.3359375,38237.50264246324,37683.3359375,37683.3359375,12497
2011-01-25 00:00:00+07:00,37683.33465485075,37683.33465485075,37129.16796875,37129.16796875,11768
2011-01-26 00:00:00+07:00,37683.3359375,38237.50264246324,37683.3359375,37683.3359375,15484
2011-01-27 00:00:00+07:00,37683.333333333336,37683.333333333336,37406.25,37406.25,7554
2011-01-28 00:00:00+07:00,36020.835822610294,37683.3359375,35743.752470128675,37683.3359375,50647
2011-02-08 00:00:00+07:00,36020.835822610294,37683.3359375,36020.835822610294,37683.3359375,924
2011-02-09 00:00:00+07:00,37683.3359962406,37683.3359962406,36852.0859375,36852.0859375,49207
2011-02-10 00:00:00+07:00,36297.917939598876,37129.16796875,36297.917939598876,37129.16796875,22594
2011-02-11 00:00:00+07:00,36575.001312022905,36852.0846552958,36297.91796875,36297.91796875,17653
2011-02-14 00:00:00+07:00,36297.916666666664,36852.083333333336,36297.916666666664,36575.0,49811
2011-02-15 00:00:00+07:00,36852.0859375,36852.0859375,36575.002584586466,36852.0859375,78807
2011-02-16 00:00:00+07:00,36575.001312022905,36575.001312022905,36020.8346254771,36297.91796875,49971
2011-02-17 00:00:00+07:00,35743.75,35743.75,34912.5,34912.5,182078
2011-02-18 00:00:00+07:00,34081.25131275615,34358.334656762294,33804.16796875,33804.16796875,66718
2011-02-21 00:00:00+07:00,33804.166666666664,33804.166666666664,32695.833333333332,33250.0,60318
2011-02-22 00:00:00+07:00,31587.502394153227,34358.3359375,31587.502394153227,34358.3359375,78754
2011-02-23 00:00:00+07:00,34912.50137867647,34912.50137867647,32972.91796875,32972.91796875,12941
2011-02-24 00:00:00+07:00,31864.583333333332,31864.583333333332,31587.5,31587.5,78931
2011-02-25 00:00:00+07:00,31587.50127963362,32418.75131330819,31587.50127963362,32141.66796875,43785
2011-02-28 00:00:00+07:00,31864.583984375,32418.75066236413,31864.583984375,31864.583984375,100567
2011-03-01 00:00:00+07:00,31864.583984375,32141.667323369566,31587.500645380434,31864.583984375,32105
2011-03-02 00:00:00+07:00,31864.583333333332,31864.583333333332,31033.333333333332,31587.5,27217
2011-03-03 00:00:00+07:00,31587.50066266741,31587.50066266741,30479.16730608259,31033.333984375,50150
2011-03-04 00:00:00+07:00,30479.16796875,31864.584694602272,29925.00127840909,30479.16796875,69811
2011-03-07 00:00:00+07:00,30479.16734227594,30479.16734227594,29370.833984375,29370.833984375,69385
2011-03-08 00:00:00+07:00,29925.00066332547,29925.00066332547,29370.833984375,29370.833984375,4906
2011-03-09 00:00:00+07:00,29370.83466045673,29370.83466045673,28816.66796875,28816.66796875,9280
2011-03-10 00:00:00+07:00,28816.666666666664,29925.0,28816.666666666664,29925.0,67038
2011-03-11 00:00:00+07:00,29925.00066332547,29925.00066332547,28539.583965949292,29370.833984375,24177
2011-03-14 00:00:00+07:00,29370.833984375,29925.00066332547,28816.66730542453,29370.833984375,32301
2011-03-15 00:00:00+07:00,29370.833984375,29370.833984375,29370.833984375,29370.833984375,12088
2011-03-16 00:00:00+07:00,29370.833984375,29370.833984375,29093.750644899763,29370.833984375,14861
2011-03-17 00:00:00+07:00,29370.833333333332,29370.833333333332,28816.666666666664,29093.75,34505
2011-03-18 00:00:00+07:00,28816.666666666664,29093.75,28816.666666666664,29093.75,9173
2011-03-21 00:00:00+07:00,29093.750644899763,29370.833984375,28816.66730542453,29370.833984375,4640
